time;name;vodka;gin;rum;blue curacao;ananas juice;cherry juice;orange juice;bitter lemon;tonic water;herbal lemonade;bitter orange sirup;soda;recipe
21:32:55.697;AI-toast to the Future;0;0;3;0;3,5;0;0;0;0;0;0;0;3.0 cl rum, 3.5 cl ananas juice
21:36:58.670;Soda System Crash;0;0;0;3;0,5;0;2,5;0;0;0;0;0;3.0 cl blue curacao, 0.50 cl ananas juice, 2.5 cl orange juice
21:38:20.534;Code Red Bramble;0;4;0;0;5;0;0;0;0;1,5;0;0;4.0 cl gin, 5.0 cl ananas juice, 1.5 cl herbal lemonade
21:39:19.780;Botanical Byte;2;0;0;0;0;4;0;0,5;0;0;0;3;2.0 cl vodka, 4.0 cl cherry juice, 0.50 cl bitter lemon, 3.0 cl soda
21:40:48.206;Quantum Quencher;0;3;0;0;2;0;3;0;0;0;0;0;3.0 cl gin, 2.0 cl ananas juice, 3.0 cl orange juice
21:42:02.904;Robot Raspberry Riot;4;0;0;0;0;0;6;0;0;0;0;0;4.0 cl vodka, 6.0 cl orange juice
21:44:00.659;Cyborg Citrus Bliss;0;0;2;0;2;0;0;0;0;0;4;0;2.0 cl rum, 2.0 cl ananas juice, 4.0 cl bitter orange sirup
21:45:02.879;Neural Network Nectar;0;2;0;0;0;0;4;2;0;0;0;0;2.0 cl gin, 4.0 cl orange juice, 2.0 cl bitter lemon
21:46:40.364;Binary Breeze;0;0;4;0;0;0;0;0;5;0;0;0;4.0 cl rum, 5.0 cl tonic water
21:48:32.271;Encoded Elixir;0;0;0;2;3;0;3;0;0;0;0;0;2.0 cl blue curacao, 3.0 cl ananas juice, 3.0 cl orange juice
21:49:41.439;Byte-sized Bliss;3;0;0;0;0;5;0;0;0;0;0;0;3.0 cl vodka, 5.0 cl cherry juice
21:50:55.666;Debugging Daiquiri;0;4;0;0;0,5;0;0;0;0;3;0;1,5;4.0 cl gin, 0.50 cl ananas juice, 3.0 cl herbal lemonade, 1.5 cl soda
21:52:16.022;Scripted Sipper;0;0;3;0;4;0;0;0,5;0;0;0;0;3.0 cl rum, 4.0 cl ananas juice, 0.50 cl bitter lemon
21:53:45.548;Electro Lemonade;2;0;0;0;0;0;5;0;0;2;0;0;2.0 cl vodka, 5.0 cl orange juice, 2.0 cl herbal lemonade
21:54:44.139;Geektastic Gulp;0;2;0;0;1,5;0;0;0;0;0;6;0;2.0 cl gin, 1.5 cl ananas juice, 6.0 cl bitter orange sirup
21:55:52.487;Algorithmic Amaretto;0;0;4;0;0;2;0;0;5;0;0;0;4.0 cl rum, 2.0 cl cherry juice, 5.0 cl tonic water
21:56:52.722;Tech Tonic Surge;0;3;0;0;0;0;0;0;0;6;0;0;3.0 cl gin, 6.0 cl herbal lemonade
21:57:56.605;Syntax Seltzer;0;0;0;4;0;6;0;0;0;0;0;0;4.0 cl blue curacao, 6.0 cl cherry juice
21:59:22.718;Robot Raspberry Riddle;0;2;4;0;0;0;1,5;0;0;0;0;0;2.0 cl gin, 4.0 cl rum, 1.5 cl orange juice
22:00:26.037;Coded Dream;0;0;0;3;0;0;0;0;4;0;3;0;3.0 cl blue curacao, 4.0 cl tonic water, 3.0 cl bitter orange sirup
22:02:01.944;Pixelated Punch;4;0;0;0;0;4;0;0;0;0;0;0;4.0 cl vodka, 4.0 cl cherry juice
22:03:36.029;Data-Driven Delight;0;0;3;0;2;0;0;0,5;0;0;0;0;3.0 cl rum, 2.0 cl ananas juice, 0.50 cl bitter lemon
22:04:43.567;non-alcoholic cocktail;0;0;0;0;4;2;0;4;0;4;0,5;3;4.0 cl ananas juice, 2.0 cl cherry juice, 4.0 cl bitter lemon, 4.0 cl herbal lemonade, 0.50 cl bitter orange sirup, 3.0 cl soda
22:05:42.747;Binary Bliss Brew;0;4;0;0;0;0;0;0;3;0;0;0;4.0 cl gin, 3.0 cl tonic water
22:06:43.814;Robot Remix Refreshment;0;0;4;0;0;0;0;0;6;0;0;0;4.0 cl rum, 6.0 cl tonic water
22:07:56.739;non-alcoholic cocktail;0;0;0;0;4;2;0;0;4;0;0,5;4;4.0 cl ananas juice, 2.0 cl cherry juice, 4.0 cl tonic water, 0.50 cl bitter orange sirup, 4.0 cl soda
22:10:18.426;random cocktail;0;0;2;0;2;0;4;0;0;2;0;0;2.0 cl rum, 2.0 cl ananas juice, 4.0 cl orange juice, 2.0 cl herbal lemonade
22:11:20.885;Nerdy Nectar;0;3;0;0;0;0;1;0;5;0;0;0;3.0 cl gin, 1.0 cl orange juice, 5.0 cl tonic water
22:17:20.839;Electromagnetic Elixir;2;0;0;0;6;0;0;0;0;0;0;0;2.0 cl vodka, 6.0 cl ananas juice
22:19:50.798;Semantic Sips;0;0;0;2;3;0;4;0;0;0;0;0;2.0 cl blue curacao, 3.0 cl ananas juice, 4.0 cl orange juice
22:21:35.706;Debugging Delight;0;3;0;0;0;0;6;0;0;0;0;0;3.0 cl gin, 6.0 cl orange juice
22:22:50.511;AI-pple Fizz;0;0;4;0;3;2;0;0;0;0;0;0;4.0 cl rum, 3.0 cl ananas juice, 2.0 cl cherry juice
22:24:32.925;Techno Tonic;3;0;0;0;0;1;0;0;0;0;2;3;3.0 cl vodka, 1.0 cl cherry juice, 2.0 cl bitter orange sirup, 3.0 cl soda
22:27:29.581;Giga-byte Grog;0;0;0;4;0;3;0;0;0;0;0;0;4.0 cl blue curacao, 3.0 cl cherry juice
22:29:32.144;Bot Bot Breezer;0;2;0;0;0;0;0;5;0;0;0;0;2.0 cl gin, 5.0 cl bitter lemon
22:30:30.239;Circuit Cooler;2;0;0;0;0;0;6;0;0;0;0;0;2.0 cl vodka, 6.0 cl orange juice
22:33:16.280;Sonic Sipper;0;0;4;0;4;0;0;0;0;0;0;0;4.0 cl rum, 4.0 cl ananas juice
22:34:09.892;Coded Cloudburst;0;4;0;0;2;0;0;0;0;0;0;0;4.0 cl gin, 2.0 cl ananas juice
22:35:02.154;non-alcoholic cocktail;0;0;0;0;0;5;0;0;0;0;0;5;5.0 cl cherry juice, 5.0 cl soda
22:36:06.358;Binary Bloom;0;0;0;2;6;0;0;0;0;0;0;0;2.0 cl blue curacao, 6.0 cl ananas juice
22:38:25.314;Algorithmic Ambrosia;0;3;0;0;0;5;0;0;0;0;0;0;3.0 cl gin, 5.0 cl cherry juice
22:39:37.340;Soft-ware Spritz;0;0;0;2;2;0;0;0;2;0;0;0;2.0 cl blue curacao, 2.0 cl ananas juice, 2.0 cl tonic water
22:42:07.599;Compiling Cooler;2;0;0;0;0;0;0;6;0;0;0;0;2.0 cl vodka, 6.0 cl bitter lemon
22:43:09.227;Nerdy Nightcap;2;0;0;0;0;5;0;0;0;0;0;0;2.0 cl vodka, 5.0 cl cherry juice
22:45:09.946;CYPHER & Tonic;0;3;0;0;6;0;0;0;0;0;0;0;3.0 cl gin, 6.0 cl ananas juice
22:46:18.369;Electrolyte Escape;0;0;0;4;0;0;6;0;0;0;0;0;4.0 cl blue curacao, 6.0 cl orange juice
22:47:26.602;Intelligent Infusion;0;0;3;0;0;0;4;0;0;0;0;0;3.0 cl rum, 4.0 cl orange juice
