time;name;vodka;gin;rum;blue curacao;ananas juice;cherry juice;orange juice;bitter lemon;tonic water;herbal lemonade;bitter orange sirup;soda;recipe
01:21:45.311;Minty Beach;0;0;3;0;0;0;2;0;4;4;0;0;3.0 cl rum, 2.0 cl orange juice, 4.0 cl tonic water, 4.0 cl herbal lemonade
01:27:03.157;random cocktail;0;6,666666666666667;0;0;0;0;3,3333333333333335;0;0;0;0;0;6.7 cl gin, 3.3 cl orange juice
01:27:58.986;random cocktail;0;0;0;0;4;2;0;4;0;4;0,5;2;4.0 cl ananas juice, 2.0 cl cherry juice, 4.0 cl bitter lemon, 4.0 cl herbal lemonade, 0.50 cl bitter orange sirup, 2.0 cl soda
18:09:30.320;random cocktail;2;0;0;0;2;0;0;0;4;2;0,5;2;2.0 cl vodka, 2.0 cl ananas juice, 4.0 cl tonic water, 2.0 cl herbal lemonade, 0.50 cl bitter orange sirup, 2.0 cl soda
18:16:44.822;random cocktail;3;0;0;0;2;2;0;4;4;2;0;0;3.0 cl vodka, 2.0 cl ananas juice, 2.0 cl cherry juice, 4.0 cl bitter lemon, 4.0 cl tonic water, 2.0 cl herbal lemonade
18:18:27.677;random cocktail;0;0;0;3;0;0;4;2;2;4;0;0;3.0 cl blue curacao, 4.0 cl orange juice, 2.0 cl bitter lemon, 2.0 cl tonic water, 4.0 cl herbal lemonade
18:26:34.050;random cocktail;0;0;0;4,705882352941177;0;0;4,705882352941177;0;0;0;0,5882352941176471;0;4.7 cl blue curacao, 4.7 cl orange juice, 0.59 cl bitter orange sirup
18:27:58.114;random cocktail;3;0;0;0;0;2;4;4;4;0;0,5;0;3.0 cl vodka, 2.0 cl cherry juice, 4.0 cl orange juice, 4.0 cl bitter lemon, 4.0 cl tonic water, 0.50 cl bitter orange sirup
18:35:52.671;Caribbean Breeze;0;0;4;0;4;3;2;0;0;0;0;0;4.0 cl rum, 4.0 cl ananas juice, 3.0 cl cherry juice, 2.0 cl orange juice
18:55:05.473;Electric Ocean;0;0;0;3;4;0;3;0;2;0;0;0;3.0 cl blue curacao, 4.0 cl ananas juice, 3.0 cl orange juice, 2.0 cl tonic water
18:58:31.870;Tropical Breeze;0;0;2,5;0;5;3;4;0;0;0;0;0;2.5 cl rum, 5.0 cl ananas juice, 3.0 cl cherry juice, 4.0 cl orange juice
19:00:43.493;Midnight Sparkle;4;0;0;3;0;0;0;2;3;0;0;0;4.0 cl vodka, 3.0 cl blue curacao, 2.0 cl bitter lemon, 3.0 cl tonic water
19:04:11.715;Sunset Bliss;0;3,5;0;0;3;0;4;0;0;0;2;0;3.5 cl gin, 3.0 cl ananas juice, 4.0 cl orange juice, 2.0 cl bitter orange sirup
19:36:33.889;Ocean Dream;0;4;0;0;5;0;0;3;0;0;0;0;4.0 cl gin, 5.0 cl ananas juice, 3.0 cl bitter lemon
19:41:08.910;Neon Breeze;0;0;0;3;4;0;3;0;0;0;0;2;3.0 cl blue curacao, 4.0 cl ananas juice, 3.0 cl orange juice, 2.0 cl soda
19:54:41.207;Emerald Isle;3,5;0;0;0;0;0;0;2;0;5;0;0;3.5 cl vodka, 2.0 cl bitter lemon, 5.0 cl herbal lemonade
20:04:31.641;Caribbean Sunset;0;0;4;0;4;3;0;0;0;0;2;0;4.0 cl rum, 4.0 cl ananas juice, 3.0 cl cherry juice, 2.0 cl bitter orange sirup
20:06:29.540;random cocktail;0;0;0;0;4;4;0;4;0;0;0;3;4.0 cl ananas juice, 4.0 cl cherry juice, 4.0 cl bitter lemon, 3.0 cl soda
20:12:15.524;Purple Rain;0;0;0;3,5;0;5;0;0;2,5;0;0;0;3.5 cl blue curacao, 5.0 cl cherry juice, 2.5 cl tonic water
20:14:16.958;Misty Morning;0;3;0;0;0;0;4;0;3;2;0;0;3.0 cl gin, 4.0 cl orange juice, 3.0 cl tonic water, 2.0 cl herbal lemonade
