time;name;vodka;gin;rum;blue curacao;ananas juice;cherry juice;orange juice;bitter lemon;tonic water;herbal lemonade;bitter orange sirup;soda;recipe
20:25:53.952;Tropical Breeze;0;0;3;0;0;2;3;0;0;0;0;0;3.0 cl rum, 2.0 cl cherry juice, 3.0 cl orange juice
20:35:43.410;Caribbean Sunset;0;0;0;4;0;2;5;0;0;0;0;0;4.0 cl blue curacao, 2.0 cl cherry juice, 5.0 cl orange juice
21:01:12.700;Gin Garden Glimmer;0;3;0;0;0;0;0;0;4;3;2;0;3.0 cl gin, 4.0 cl tonic water, 3.0 cl herbal lemonade, 2.0 cl bitter orange sirup
21:04:00.717;Vodka Zest;4;0;0;0;0;0;0;5;0;0;0;3;4.0 cl vodka, 5.0 cl bitter lemon, 3.0 cl soda
21:06:25.580;Blue Lagoon Bliss;0;0;0;3;0;0;0;0;0;2;0;3;3.0 cl blue curacao, 2.0 cl herbal lemonade, 3.0 cl soda
21:25:12.731;Rum Berry Fizz;0;0;2;0;0;6;0;0;0;0;0;4;2.0 cl rum, 6.0 cl cherry juice, 4.0 cl soda
21:33:36.648;Citrus Sensation;0;4;0;0;0;0;5;2;3;0;0;0;4.0 cl gin, 5.0 cl orange juice, 2.0 cl bitter lemon, 3.0 cl tonic water
21:34:23.071;Island Breeze;0;0;3;0;2;0;3;0;0;0;0;0;3.0 cl rum, 2.0 cl ananas juice, 3.0 cl orange juice
21:39:39.226;Sunset Serenade;4;0;0;0;0;4;3;0;0;0;0;2;4.0 cl vodka, 4.0 cl cherry juice, 3.0 cl orange juice, 2.0 cl soda
21:41:11.566;Ocean Blue;0;0;0;3;0;0;0;4;3;0;0;0;3.0 cl blue curacao, 4.0 cl bitter lemon, 3.0 cl tonic water
21:42:48.197;Mango Tango;0;0;2;0;0;0;0;0;0;0;0;4;2.0 cl rum, 4.0 cl soda
21:45:03.588;Velvet Sky;4;0;0;5;0;0;0;0;0;3;0;2;4.0 cl vodka, 5.0 cl blue curacao, 3.0 cl herbal lemonade, 2.0 cl soda
21:47:25.334;Spiced Citrus;0;0;3;0;0;0;4;0;0;3;2;0;3.0 cl rum, 4.0 cl orange juice, 3.0 cl herbal lemonade, 2.0 cl bitter orange sirup
21:50:36.057;Gin Blossom;0;4;0;0;0;0;5;2;0;3;0;0;4.0 cl gin, 5.0 cl orange juice, 2.0 cl bitter lemon, 3.0 cl herbal lemonade
21:51:41.045;random cocktail;0;3,3333333333333335;0;0;0;0;0;2,2222222222222223;0;4,444444444444445;0;0;---
21:55:18.141;Electric Ocean;0;0;0;3;0;0;0;3;4;0;0;2;3.0 cl blue curacao, 3.0 cl bitter lemon, 4.0 cl tonic water, 2.0 cl soda
21:58:05.010;Caribbean Crush;0;0;4;0;0;2;3;0;0;0;0;0;4.0 cl rum, 2.0 cl cherry juice, 3.0 cl orange juice
22:01:27.131;Euphoric Island;3;0;0;0;2;0;4;0;0;0;0;0;3.0 cl vodka, 2.0 cl ananas juice, 4.0 cl orange juice
